drug_name,arm_id,difficulty,n_ground_truth,n_predicted,precision_at_1,precision_at_10,recall_at_1,recall_at_10,roc_auc,true_positives_at_10
Modafinil,websearch-gpt52,medium,16,7,1.0,0.2857,0.0625,0.1875,0.7,Narcolepsy (excessive daytime sleepiness); Major depressive disorder (adjunct for fatigue/sleepiness; augmentation)
Modafinil,websearch-opus46,medium,16,9,1.0,0.4444,0.0625,0.3125,0.7,Narcolepsy; Shift Work Sleep Disorder; Major Depressive Disorder / Bipolar Depression; Schizophrenia (Cognitive Deficits)
Modafinil,websearch-sonnet45,medium,16,6,1.0,0.8333,0.0625,0.375,0.2,Narcolepsy; Shift Work Sleep Disorder; Attention Deficit Hyperactivity Disorder (ADHD); Major Depressive Disorder; Bipolar Disorder
Nalbuphine,pipeline-gpt41,easy,14,2,1.0,1.0,0.0714,0.1429,1.0,Pain; Pruritus (including prurigo nodularis and chronic itch)
Nalbuphine,pipeline-gpt52,easy,14,3,1.0,0.6667,0.0714,0.1429,1.0,Pain; Pruritus
Nalbuphine,pipeline-opus46,easy,14,7,1.0,0.2857,0.0714,0.1429,1.0,"Pain (including neuropathic pain); Pruritus (chronic itch, including uremic pruritus)"
Nalbuphine,pipeline-sonnet45,easy,14,5,1.0,0.4,0.0714,0.1429,1.0,Pain; Pruritus
Nalbuphine,websearch-gpt41,easy,14,10,0.0,0.0,0.0,0.0,,
Nalbuphine,websearch-gpt52,easy,14,4,0.0,0.5,0.0,0.1429,0.8,Pruritus (especially neuraxial/opioid-induced pruritus; postoperative itching); Labor pain (obstetric analgesia)
Nalbuphine,websearch-opus46,easy,14,10,0.0,0.1,0.0,0.0714,0.8889,Pruritus (Opioid-Induced Pruritus)
Nalbuphine,websearch-sonnet45,easy,14,8,0.0,0.0,0.0,0.0,,
Nicardipine,pipeline-gpt41,medium,27,8,1.0,0.375,0.0741,0.1852,0.8667,Hypertension; Coronary Artery Disease; Heart Failure
Nicardipine,pipeline-gpt52,medium,27,4,1.0,0.75,0.0741,0.1481,0.8333,hypertension; cardiovascular disease; subarachnoid hemorrhage
Nicardipine,pipeline-sonnet45,medium,27,7,1.0,0.5714,0.0741,0.1852,0.8,hypertension; cardiovascular disease; subarachnoid hemorrhage; heart failure
nicardipine,websearch-gpt41,medium,27,7,1.0,0.1429,0.0741,0.0741,1.0,Hypertension
nicardipine,websearch-gpt52,medium,27,5,1.0,0.4,0.0741,0.1111,0.875,Hypertension; Angina pectoris / stable ischemic heart disease
Nicardipine,websearch-opus46,medium,27,10,1.0,0.1,0.0741,0.0741,1.0,Hypertension (Essential / Primary)
Nicardipine,websearch-sonnet45,medium,27,7,1.0,0.2857,0.0741,0.1111,1.0,Hypertension; Angina Pectoris
Nimodipine,pipeline-gpt41,easy,41,4,1.0,0.5,0.0244,0.0488,1.0,Subarachnoid hemorrhage; Stroke
Nimodipine,pipeline-gpt52,easy,41,2,1.0,1.0,0.0244,0.0488,1.0,subarachnoid hemorrhage; stroke
Nimodipine,pipeline-sonnet45,easy,41,7,1.0,0.4286,0.0244,0.0732,1.0,Subarachnoid hemorrhage; Stroke; Hypertension
nimodipine,websearch-gpt41,easy,41,5,0.0,0.0,0.0,0.0,,
nimodipine,websearch-gpt52,easy,41,2,1.0,0.5,0.0244,0.0244,0.6875,Aneurysmal subarachnoid hemorrhage (aSAH) / delayed cerebral ischemia
Nimodipine,websearch-opus46,easy,41,9,1.0,0.2222,0.0244,0.0488,0.8214,Subarachnoid Hemorrhage (SAH) -- Cerebral Vasospasm; Bipolar Disorder
Nimodipine,websearch-sonnet45,easy,41,6,1.0,0.3333,0.0244,0.0244,1.0,Subarachnoid hemorrhage (Aneurysmal); Traumatic subarachnoid hemorrhage
obeticholic acid,pipeline-gpt41,medium,27,6,0.0,0.3333,0.0,0.0741,0.6667,non-alcoholic fatty liver disease (NAFLD) / non-alcoholic steatohepatitis (NASH); cholestasis
obeticholic acid,pipeline-gpt52,medium,27,4,0.0,0.25,0.0,0.037,0.5185,non-alcoholic fatty liver disease
obeticholic acid,pipeline-opus46,medium,27,11,0.0,0.2,0.0,0.0741,0.8333,Non-alcoholic fatty liver disease (NAFLD); Cholestasis (intrahepatic)
obeticholic acid,pipeline-sonnet45,medium,27,8,0.0,0.25,0.0,0.0741,0.6875,non-alcoholic fatty liver disease; cholestasis
obeticholic acid,websearch-gpt41,medium,27,4,0.0,0.5,0.0,0.0741,0.5,Nonalcoholic Fatty Liver Disease (NAFLD) / MASLD / MAFLD; Liver Fibrosis / Cirrhosis (of other etiologies)
Obeticholic acid,websearch-gpt52,medium,27,4,0.0,0.25,0.0,0.037,0.3333,liver fibrosis
Obeticholic Acid,websearch-opus46,medium,27,6,0.0,0.1667,0.0,0.037,0.6,Nonalcoholic Fatty Liver Disease (NAFLD)
Obeticholic acid,websearch-sonnet45,medium,27,5,0.0,0.2,0.0,0.037,0.5,Non-alcoholic fatty liver disease
Olanzapine,pipeline-gpt41,easy,53,5,1.0,0.6,0.0189,0.0755,0.5833,Schizophrenia; Bipolar I Disorder; Major Depressive Disorder
Olanzapine,pipeline-gpt52,easy,53,5,0.0,0.6,0.0,0.0566,0.3333,bipolar disorder; bipolar I disorder; major depressive disorder
Olanzapine,pipeline-opus46,easy,53,7,1.0,0.5714,0.0189,0.0755,0.9375,Schizophrenia (Psychosis); Bipolar disorder; Bipolar I disorder; Major depressive disorder
Olanzapine,pipeline-sonnet45,easy,53,6,1.0,0.6667,0.0189,0.0755,0.5,Schizophrenia; Bipolar Disorder; Bipolar I Disorder; Major Depressive Disorder
Olanzapine,websearch-gpt41,easy,53,5,1.0,0.4,0.0189,0.0377,1.0,Schizophrenia; Bipolar Disorder
Olanzapine,websearch-gpt52,easy,53,5,1.0,0.6,0.0189,0.0755,0.8333,Schizophrenia; Bipolar I disorder (acute mania; maintenance in some patients); Major depressive disorder (MDD) — adjunct (notably in combination with fluoxetine; “treatment-resistant depression” contexts)
Olanzapine,websearch-opus46,easy,53,6,1.0,0.8333,0.0189,0.1132,0.8,Schizophrenia; Bipolar Disorder (Acute Mania); Psychomotor Agitation (associated with Schizophrenia and Bipolar I Mania); Major Depressive Disorder; Anorexia Nervosa
Olanzapine,websearch-sonnet45,easy,53,5,1.0,0.4,0.0189,0.0377,1.0,Schizophrenia; Bipolar Disorder
olmesartan,pipeline-gpt41,medium,17,5,1.0,0.2,0.1176,0.1176,1.0,hypertension
olmesartan,pipeline-gpt52,medium,17,4,1.0,0.25,0.1176,0.1176,1.0,hypertension
olmesartan,pipeline-opus46,medium,17,8,1.0,0.125,0.1176,0.1176,1.0,hypertension
olmesartan,pipeline-sonnet45,medium,17,10,1.0,0.2,0.1176,0.1765,0.6875,hypertension; diabetic nephropathy
olmesartan,websearch-gpt41,medium,17,3,1.0,0.6667,0.1176,0.1765,0.5,Hypertension; Diabetic Nephropathy
Olmesartan,websearch-gpt52,medium,17,6,1.0,0.1667,0.1176,0.1176,1.0,Hypertension (essential hypertension)
Olmesartan,websearch-opus46,medium,17,9,0.0,0.2222,0.0,0.1176,0.5714,Diabetic Nephropathy; Myocardial Infarction
Olmesartan,websearch-sonnet45,medium,17,7,1.0,0.2857,0.1176,0.1765,0.95,Hypertension; Diabetic nephropathy
Olmesartan Medoxomil,pipeline-gpt41,hard,14,7,1.0,0.2857,0.0714,0.1429,0.5,Hypertension; Glomerulonephritis / IgA Nephropathy
Olmesartan medoxomil,pipeline-gpt52,hard,14,6,1.0,0.1667,0.0714,0.0714,0.4583,hypertension
Olmesartan Medoxomil,pipeline-opus46,hard,14,11,1.0,0.3,0.0714,0.2143,0.4167,Hypertension; Kidney Disease (Chronic Kidney Disease); Glomerulonephritis (IgA Nephropathy)
Olmesartan Medoxomil,pipeline-sonnet45,hard,14,10,0.0,0.1,0.0,0.0714,0.0,Glomerulonephritis
Olmesartan Medoxomil,websearch-gpt41,hard,14,7,1.0,0.1429,0.0714,0.0714,1.0,Hypertension
Olmesartan medoxomil,websearch-gpt52,hard,14,5,0.0,0.0,0.0,0.0,,
Olmesartan Medoxomil,websearch-opus46,hard,14,7,0.0,0.0,0.0,0.0,,
Olmesartan Medoxomil,websearch-sonnet45,hard,14,4,1.0,0.25,0.0714,0.0714,1.0,Hypertension
Oxycodone,pipeline-gpt41,hard,13,9,1.0,0.2222,0.0769,0.2308,0.5667,"Pain (acute and chronic, including neuropathic and cancer pain); Back pain (including chronic low back pain)"
Oxycodone,pipeline-gpt52,hard,13,9,1.0,0.3333,0.0769,0.3077,0.6333,Pain; Back pain; restless legs syndrome
Oxycodone,pipeline-opus46,hard,13,11,1.0,0.2,0.0769,0.2308,0.7436,Pain; Back pain
Oxycodone,pipeline-sonnet45,hard,13,7,0.0,0.2857,0.0,0.2308,0.6111,Pain; Back pain
Oxycodone,websearch-gpt41,hard,13,4,0.0,0.0,0.0,0.0,,
Oxycodone,websearch-gpt52,hard,13,4,0.0,0.0,0.0,0.0,0.75,
Oxycodone,websearch-opus46,hard,13,8,0.0,0.0,0.0,0.0,,
Oxycodone,websearch-sonnet45,hard,13,7,0.0,0.0,0.0,0.0,,
palbociclib,pipeline-gpt41,medium,14,7,0.0,0.0,0.0,0.0,,
palbociclib,pipeline-gpt52,medium,14,7,0.0,0.1429,0.0,0.0714,0.8571,breast neoplasm
palbociclib,pipeline-opus46,medium,14,22,0.0,0.2,0.0,0.1429,0.775,Liposarcoma (well-differentiated / dedifferentiated); Acute myeloid leukemia (FLT3-ITD positive)
palbociclib,pipeline-sonnet45,medium,14,10,0.0,0.0,0.0,0.0,,
palbociclib,websearch-gpt41,medium,14,4,0.0,0.0,0.0,0.0,,
Palbociclib,websearch-gpt52,medium,14,5,0.0,0.2,0.0,0.0714,0.625,Liposarcoma (well-differentiated/dedifferentiated; CDK4-amplified)
Palbociclib,websearch-opus46,medium,14,8,0.0,0.0,0.0,0.0,,
Palbociclib,websearch-sonnet45,medium,14,6,0.0,0.1667,0.0,0.0714,0.8,Leiomyosarcoma
PERGOLIDE,pipeline-gpt41,easy,17,1,1.0,1.0,0.0588,0.0588,1.0,Parkinson disease
Pergolide,pipeline-gpt52,easy,17,1,1.0,1.0,0.0588,0.0588,1.0,Parkinson disease
Pergolide,pipeline-opus46,easy,17,3,1.0,0.6667,0.0588,0.1176,0.9167,Parkinson disease; Restless legs syndrome
Pergolide,pipeline-sonnet45,easy,17,3,1.0,0.6667,0.0588,0.1176,0.8333,Parkinson disease; Restless legs syndrome
Pergolide,websearch-gpt41,easy,17,4,1.0,0.5,0.0588,0.1176,0.6667,Parkinson's disease; Restless legs syndrome
Pergolide,websearch-gpt52,easy,17,4,1.0,0.75,0.0588,0.1765,0.25,Parkinson’s disease; Restless legs syndrome (Willis–Ekbom disease) / periodic limb movements of sleep; Prolactinoma / pituitary adenoma with hyperprolactinemia (including macroprolactinomas)
Pergolide,websearch-opus46,easy,17,9,1.0,0.2222,0.0588,0.1176,0.9286,Parkinson's Disease; Restless Legs Syndrome
Pergolide,websearch-sonnet45,easy,17,9,1.0,0.3333,0.0588,0.1765,0.5,Parkinson's disease; Restless legs syndrome; Hypertension
Phenoxybenzamine,pipeline-gpt41,easy,27,2,0.0,0.5,0.0,0.037,0.5,Paraganglioma
Phenoxybenzamine,pipeline-gpt52,easy,27,2,1.0,0.5,0.037,0.037,1.0,Paraganglioma
Phenoxybenzamine,pipeline-opus46,easy,27,8,1.0,0.375,0.037,0.1111,1.0,Pheochromocytoma / Paraganglioma; Hypertension; Benign prostatic hyperplasia (BPH) / Lower urinary tract symptoms
Phenoxybenzamine,pipeline-sonnet45,easy,27,7,0.0,0.2857,0.0,0.0741,0.5833,Hypertension; Benign Prostatic Hyperplasia
phenoxybenzamine,websearch-gpt41,easy,27,5,1.0,0.6,0.037,0.1111,1.0,Pheochromocytoma; Benign Prostatic Hyperplasia; Neurogenic Bladder
Phenoxybenzamine,websearch-gpt52,easy,27,6,1.0,0.6667,0.037,0.1481,0.5,Pheochromocytoma / Paraganglioma; Benign prostatic hyperplasia (BPH) / lower urinary tract symptoms (LUTS); Neurogenic bladder / urinary retention due to functional outlet obstruction; Erectile dysfunction (ED)
Phenoxybenzamine,websearch-opus46,easy,27,9,1.0,0.2222,0.037,0.0741,0.9643,Pheochromocytoma; Benign Prostatic Hyperplasia
Phenoxybenzamine,websearch-sonnet45,easy,27,6,1.0,0.3333,0.037,0.0741,0.875,Pheochromocytoma; Benign prostatic hyperplasia
Pimozide,pipeline-gpt41,hard,16,6,1.0,0.3333,0.0625,0.125,0.85,Tourette syndrome; Schizophrenia
Pimozide,pipeline-gpt52,hard,16,4,1.0,0.5,0.0625,0.125,0.9,Tourette syndrome; schizophrenia
Pimozide,pipeline-opus46,hard,16,3,1.0,0.6667,0.0625,0.125,1.0,Tourette syndrome; Schizophrenia / Psychosis
Pimozide,pipeline-sonnet45,hard,16,5,1.0,0.4,0.0625,0.125,1.0,Schizophrenia; Tourette syndrome
Pimozide,websearch-gpt41,hard,16,3,1.0,0.6667,0.0625,0.125,1.0,Schizophrenia; Tourette syndrome
Pimozide,websearch-opus46,hard,16,8,1.0,0.25,0.0625,0.125,1.0,Schizophrenia; Tourette Syndrome
Pimozide,websearch-sonnet45,hard,16,6,1.0,0.3333,0.0625,0.125,1.0,Tourette Syndrome; Schizophrenia
Tacrolimus,pipeline-gpt41,easy,56,4,1.0,0.25,0.0179,0.0179,1.0,Graft versus host disease (GVHD)
Tacrolimus,pipeline-gpt52,easy,56,1,1.0,1.0,0.0179,0.0179,,graft versus host disease
Tacrolimus,pipeline-opus46,easy,56,6,0.0,0.0,0.0,0.0,,
Tacrolimus,pipeline-sonnet45,easy,56,11,1.0,0.1,0.0179,0.0179,0.95,graft versus host disease
Tacrolimus,websearch-gpt41,easy,56,9,0.0,0.5556,0.0,0.0893,0.575,Atopic Dermatitis; Rheumatoid Arthritis; Lupus Nephritis; Myasthenia Gravis; Psoriasis
tacrolimus,websearch-gpt52,easy,56,6,1.0,0.6667,0.0179,0.0714,0.625,Atopic dermatitis (eczema); Myasthenia gravis (MG); Rheumatoid arthritis (RA); Psoriasis (recalcitrant; systemic tacrolimus historically reported)
Tacrolimus,websearch-opus46,easy,56,9,0.0,0.4444,0.0,0.0714,0.6,Atopic Dermatitis (Eczema); Psoriasis; Myasthenia Gravis; Rheumatoid Arthritis
Tacrolimus,websearch-sonnet45,easy,56,6,0.0,0.8333,0.0,0.0893,0.0,Atopic Dermatitis; Lupus Nephritis; Systemic Lupus Erythematosus (Extra-renal Manifestations); Rheumatoid Arthritis; Myasthenia Gravis
Terazosin,pipeline-gpt41,medium,11,3,1.0,0.6667,0.0909,0.1818,1.0,Benign prostatic hyperplasia; Hypertension
Terazosin,pipeline-gpt52,medium,11,2,1.0,1.0,0.0909,0.1818,1.0,benign prostatic hyperplasia; hypertension
Terazosin,pipeline-opus46,medium,11,8,1.0,0.25,0.0909,0.1818,1.0,Benign prostatic hyperplasia; Hypertension
Terazosin,pipeline-sonnet45,medium,11,6,1.0,0.3333,0.0909,0.1818,1.0,benign prostatic hyperplasia; hypertension
Terazosin,websearch-gpt41,medium,11,11,1.0,0.2,0.0909,0.1818,1.0,Benign Prostatic Hyperplasia; Hypertension
Terazosin,websearch-gpt52,medium,11,6,1.0,0.3333,0.0909,0.1818,0.875,Benign prostatic hyperplasia (BPH) / lower urinary tract symptoms (LUTS); Urinary retention / bladder outlet obstruction (functional component)
Terazosin,websearch-opus46,medium,11,10,1.0,0.1,0.0909,0.0909,0.9444,Benign Prostatic Hyperplasia
Terazosin,websearch-sonnet45,medium,11,6,1.0,0.3333,0.0909,0.1818,1.0,Benign Prostatic Hyperplasia; Hypertension
Venlafaxine Hydrochloride,pipeline-gpt41,easy,35,10,1.0,0.7,0.0571,0.2286,0.375,Major Depressive Disorder; Panic Disorder; Anxiety Disorder; Obsessive-Compulsive Disorder; Social Anxiety Disorder; Post-Traumatic Stress Disorder (PTSD); Bipolar Disorder
Venlafaxine Hydrochloride,pipeline-gpt52,easy,35,6,1.0,0.6667,0.0571,0.1429,0.6562,major depressive disorder; depressive disorder; panic disorder; social anxiety disorder
Venlafaxine Hydrochloride,pipeline-opus46,easy,35,11,1.0,0.7,0.0571,0.2,0.7361,major depressive disorder; depressive disorder; anxiety disorder; panic disorder; social anxiety disorder; posttraumatic stress disorder; obsessive-compulsive disorder
Venlafaxine Hydrochloride,pipeline-sonnet45,easy,35,8,1.0,0.75,0.0571,0.2,0.7188,major depressive disorder; panic disorder; anxiety disorder; social anxiety disorder; obsessive-compulsive disorder; posttraumatic stress disorder
Venlafaxine Hydrochloride,websearch-gpt41,easy,35,6,1.0,0.3333,0.0571,0.0857,0.5,Major Depressive Disorder; Attention Deficit Hyperactivity Disorder (ADHD)
venlafaxine hydrochloride,websearch-gpt52,easy,35,9,1.0,0.4444,0.0571,0.1714,0.625,Major depressive disorder (MDD); Social anxiety disorder (social phobia); Panic disorder; Post-traumatic stress disorder (PTSD)
Venlafaxine Hydrochloride,websearch-opus46,easy,35,9,1.0,0.6667,0.0571,0.2286,0.4722,Major Depressive Disorder; Social Anxiety Disorder; Panic Disorder; Post-Traumatic Stress Disorder; Attention Deficit Hyperactivity Disorder; Obsessive-Compulsive Disorder
Venlafaxine Hydrochloride,websearch-sonnet45,easy,35,6,1.0,0.5,0.0571,0.1429,0.7778,Major Depressive Disorder; Social Anxiety Disorder; Panic Disorder
ziprasidone,pipeline-gpt41,easy,13,4,1.0,0.75,0.0769,0.2308,1.0,"schizophrenia (and psychotic disorders, including schizoaffective disorder and psychosis); bipolar disorder; depressive disorder (major depressive disorder)"
ziprasidone,pipeline-gpt52,easy,13,4,1.0,0.5,0.0769,0.1538,0.6667,schizophrenia; bipolar disorder
ziprasidone,pipeline-opus46,easy,13,7,1.0,0.4286,0.0769,0.2308,0.75,schizophrenia; bipolar disorder; depressive disorder
ziprasidone,pipeline-sonnet45,easy,13,6,1.0,0.5,0.0769,0.2308,0.8889,schizophrenia; bipolar disorder; major depressive disorder
Ziprasidone,websearch-gpt41,easy,13,7,1.0,0.4286,0.0769,0.2308,0.9167,"Schizophrenia; Bipolar Disorder (Mania); Psychotic Disorders (schizoaffective disorder, delusional parasitosis, psychosis in Parkinson’s disease)"
Ziprasidone,websearch-gpt52,easy,13,5,1.0,0.6,0.0769,0.2308,0.6667,Schizophrenia; Bipolar disorder (acute mania/mixed episodes; maintenance adjunct in some settings); Major depressive disorder (as adjunct)
Ziprasidone,websearch-opus46,easy,13,7,1.0,0.4286,0.0769,0.2308,0.9167,Schizophrenia; Bipolar Disorder - Acute Mania and Mixed Episodes; Major Depressive Disorder (Treatment-Resistant Depression)
ziprasidone,websearch-sonnet45,easy,13,4,1.0,0.75,0.0769,0.2308,1.0,Schizophrenia; Bipolar Disorder; Major Depressive Disorder
